종목명,코드,상세정보,20.07.02,20.07.03,20.07.06
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+21.71% / 174,071,924","-5.14% / 42,970,834(25%)","+4.84% / 65,816,744(38%)"
SBI인베스트먼트,019550,https://finance.naver.com/item/main.nhn?code=019550,"+29.93% / 73,143,688","+6.37% / 80,315,625(110%)","+1.91% / 28,497,304(39%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+2.24% / 25,743,319","+3.44% / 33,409,401(130%)","+4.83% / 73,009,304(284%)"
지니뮤직,043610,https://finance.naver.com/item/main.nhn?code=043610,"+15.25% / 25,334,555","+7.40% / 29,024,641(115%)","-1.99% / 2,215,661(9%)"
세원,234100,https://finance.naver.com/item/main.nhn?code=234100,"+26.57% / 22,878,002","+0.78% / 4,761,609(21%)","-12.35% / 2,991,381(13%)"
SM Life Design,063440,https://finance.naver.com/item/main.nhn?code=063440,"+7.37% / 15,007,371","+29.85% / 64,301,295(428%)","0.00% / 40,755,558(272%)"
코리아나,027050,https://finance.naver.com/item/main.nhn?code=027050,"+4.28% / 14,227,087","+11.02% / 37,212,190(262%)","+1.56% / 8,682,481(61%)"
소리바다,053110,https://finance.naver.com/item/main.nhn?code=053110,"+4.01% / 12,317,522","-1.47% / 3,764,263(31%)","-1.86% / 1,126,447(9%)"
지엔원에너지,270520,https://finance.naver.com/item/main.nhn?code=270520,"+10.37% / 12,137,232","-1.10% / 1,600,759(13%)","-4.66% / 1,044,755(9%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"-0.31% / 12,075,737","+16.12% / 46,828,726(388%)","-0.13% / 31,612,807(262%)"
이글벳,044960,https://finance.naver.com/item/main.nhn?code=044960,"+6.41% / 12,008,115","+0.60% / 2,650,786(22%)","+0.60% / 8,846,117(74%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+2.28% / 11,871,306","+13.85% / 39,071,817(329%)","+1.13% / 8,577,052(72%)"
웹젠,069080,https://finance.naver.com/item/main.nhn?code=069080,"+15.70% / 11,669,636","+0.71% / 1,852,418(16%)","+0.71% / 1,256,858(11%)"
모베이스전자,012860,https://finance.naver.com/item/main.nhn?code=012860,"+1.22% / 11,270,230","-0.90% / 3,498,511(31%)","-1.52% / 1,266,054(11%)"
카이노스메드,284620,https://finance.naver.com/item/main.nhn?code=284620,"-3.08% / 10,652,573","-5.30% / 3,515,815(33%)","-0.93% / 2,810,352(26%)"
